id;Crop
169;soybean
2308;soybean
5754;corn
2778;soybean
2970;cotton
147;soybean
2318;corn
4537;corn
4130;corn
3706;corn
5269;winter_wheat
2293;corn
2225;corn
6414;soybean
5028;winter_wheat
6368;soybean
1727;corn
5301;winter_wheat
1532;corn
5199;winter_wheat
833;winter_wheat
3826;soybean
1518;winter_wheat
1014;winter_wheat
2735;corn
623;winter_wheat
5112;corn
105;soybean
2882;soybean
317;soybean
5867;soybean
4823;winter_wheat
6050;soybean
2160;corn
6563;corn
4708;soybean
1579;corn
2641;corn
1562;corn
1018;soybean
5142;soybean
1606;corn
3974;corn
5970;soybean
5850;soybean
946;winter_wheat
4935;winter_wheat
5746;corn
3935;soybean
4720;soybean
4212;soybean
4690;soybean
1936;corn
4700;soybean
2939;cotton
6036;soybean
2234;soybean
2766;corn
1052;cotton
2032;corn
4900;winter_wheat
6209;corn
1937;corn
5442;corn
1276;winter_wheat
78;corn
6171;corn
4878;winter_wheat
4802;winter_wheat
5678;corn
1046;cotton
6731;corn
3623;corn
1568;corn
1309;cotton
1134;cotton
5131;winter_wheat
1890;corn
5277;winter_wheat
2511;corn
5064;winter_wheat
5318;winter_wheat
6642;corn
4669;soybean
3965;soybean
1758;corn
5619;corn
5348;soybean
1426;cotton
3178;cotton
1935;corn
6653;corn
3093;cotton
3453;cotton
3919;soybean
237;soybean
5774;corn
6708;corn
4392;corn
709;cotton
6284;corn
6387;soybean
2288;corn
5311;winter_wheat
3083;cotton
4539;corn
5805;corn
58;corn
2237;corn
2228;soybean
1454;winter_wheat
6084;corn
1040;winter_wheat
5134;winter_wheat
6212;corn
3200;cotton
5589;corn
618;winter_wheat
712;soybean
5530;winter_wheat
5189;corn
4584;soybean
339;soybean
5451;winter_wheat
5205;soybean
1647;corn
5868;soybean
6589;corn
3923;soybean
5617;corn
5111;soybean
929;winter_wheat
5383;winter_wheat
3931;soybean
5756;corn
6920;soybean
1814;corn
819;winter_wheat
6263;corn
1133;cotton
3702;corn
5783;corn
4163;corn
668;winter_wheat
6778;soybean
4358;corn
3494;cotton
3402;cotton
3194;cotton
5135;winter_wheat
4491;corn
2272;soybean
5313;winter_wheat
4671;soybean
3220;cotton
5193;soybean
4269;soybean
3641;corn
1972;corn
3556;rice
5075;winter_wheat
701;winter_wheat
6551;soybean
3365;cotton
153;soybean
4575;soybean
1520;winter_wheat
120;soybean
5762;corn
115;soybean
4535;corn
38;cotton
4150;corn
2021;corn
3488;cotton
2065;soybean
2207;corn
3112;cotton
5106;corn
5217;winter_wheat
2101;soybean
5263;winter_wheat
6715;corn
5487;winter_wheat
6595;corn
5211;soybean
3758;corn
199;corn
4554;cotton
5915;soybean
3441;cotton
2302;corn
4237;soybean
139;soybean
2419;corn
1450;winter_wheat
2886;corn
4196;corn
1481;winter_wheat
6105;corn
5622;corn
5537;winter_wheat
1013;winter_wheat
2637;soybean
895;winter_wheat
2981;cotton
4632;soybean
1665;corn
6228;corn
6879;soybean
6806;soybean
4011;corn
3565;rice
3784;soybean
4709;soybean
4292;soybean
2654;corn
1592;corn
198;corn
1958;corn
3409;cotton
4816;winter_wheat
5755;corn
3528;winter_wheat
3249;cotton
1430;cotton
3800;soybean
6521;soybean
6940;soybean
370;soybean
4282;corn
3272;cotton
1799;corn
5128;corn
327;corn
303;soybean
217;soybean
2661;corn
6001;soybean
2857;corn
2772;corn
2553;corn
4250;corn
1638;corn
4754;winter_wheat
3187;cotton
2914;soybean
1083;winter_wheat
1939;corn
4375;corn
5596;corn
5821;soybean
273;soybean
1383;winter_wheat
3774;corn
5465;winter_wheat
6310;soybean
2029;corn
6314;soybean
5896;soybean
5194;soybean
5693;corn
5980;soybean
1880;corn
2889;corn
1849;corn
5782;corn
2197;corn
3321;cotton
6546;soybean
5254;soybean
3377;cotton
5285;winter_wheat
5173;soybean
2788;soybean
1819;corn
4622;soybean
5007;winter_wheat
6243;corn
5047;winter_wheat
3777;corn
2134;corn
2013;corn
644;cotton
2340;corn
3792;soybean
1174;cotton
1759;corn
2459;soybean
4951;winter_wheat
2185;soybean
4871;winter_wheat
3099;cotton
2562;corn
725;winter_wheat
773;winter_wheat
4840;winter_wheat
4142;corn
6261;corn
4218;corn
2639;soybean
6836;soybean
5991;soybean
2932;cotton
1073;winter_wheat
1859;corn
552;winter_wheat
4065;corn
195;corn
4020;corn
3676;corn
1590;corn
3057;cotton
6634;corn
4417;corn
607;soybean
1300;winter_wheat
331;soybean
2557;corn
1861;corn
4866;winter_wheat
6703;corn
5412;winter_wheat
182;soybean
11;rice
6652;corn
1051;cotton
3102;cotton
4279;corn
2702;corn
842;winter_wheat
1588;corn
178;soybean
1788;corn
3074;cotton
5800;corn
2131;corn
4235;soybean
3972;soybean
2074;soybean
4815;winter_wheat
4389;corn
2219;corn
3427;cotton
6669;corn
485;soybean
4243;soybean
6062;soybean
838;winter_wheat
876;winter_wheat
6155;corn
3977;soybean
4512;corn
1088;winter_wheat
5434;winter_wheat
6030;soybean
1707;corn
3041;cotton
4092;corn
3324;cotton
3109;cotton
1237;winter_wheat
4341;corn
981;corn
1556;corn
5019;winter_wheat
896;winter_wheat
6841;soybean
883;corn
4917;winter_wheat
6622;corn
3014;cotton
6238;corn
3631;corn
6344;soybean
1808;corn
6074;corn
4604;soybean
1641;corn
677;corn
1804;corn
3281;cotton
5114;corn
3355;cotton
1167;winter_wheat
3344;cotton
5972;soybean
3887;soybean
6340;soybean
3643;corn
3540;rice
1433;winter_wheat
2974;cotton
3888;soybean
5597;corn
5959;soybean
4486;corn
474;corn
5788;corn
6139;corn
3320;cotton
6005;soybean
3883;soybean
2738;corn
4964;winter_wheat
912;soybean
792;corn
1414;cotton
2967;cotton
6789;soybean
4953;winter_wheat
3298;cotton
2164;corn
6047;soybean
3553;rice
6535;soybean
1691;corn
3480;cotton
4062;corn
4382;corn
5769;corn
2782;soybean
6315;soybean
6979;corn
524;cotton
1394;cotton
1960;corn
704;winter_wheat
4312;corn
2718;soybean
5653;corn
1536;corn
5272;corn
1620;corn
1714;corn
2809;corn
4800;winter_wheat
4597;soybean
2469;corn
1534;corn
3034;cotton
6956;soybean
6331;soybean
5267;winter_wheat
2141;soybean
5982;soybean
2050;corn
1997;corn
1848;corn
323;corn
6441;soybean
4933;winter_wheat
417;soybean
4257;soybean
3020;cotton
4181;corn
19;corn
2666;corn
6051;soybean
3652;rice
6077;corn
2154;soybean
5384;winter_wheat
2165;corn
1196;winter_wheat
2307;soybean
4109;corn
6290;corn
4455;corn
6213;corn
3416;cotton
3225;cotton
5646;corn
2420;corn
697;winter_wheat
21;corn
1650;corn
6183;corn
1172;cotton
1636;corn
5259;corn
4784;winter_wheat
5354;soybean
1719;corn
5166;soybean
6539;soybean
1041;winter_wheat
3251;winter_wheat
3650;rice
6126;corn
4676;soybean
5115;corn
6064;corn
3661;corn
5043;winter_wheat
5040;winter_wheat
5633;corn
5435;winter_wheat
617;soybean
2877;soybean
395;soybean
556;corn
1281;winter_wheat
1918;corn
6485;soybean
6832;corn
6527;soybean
4398;corn
1025;winter_wheat
5055;winter_wheat
365;corn
6825;soybean
1824;corn
715;soybean
1425;cotton
2368;corn
1922;corn
766;cotton
5155;soybean
1767;corn
764;winter_wheat
2061;soybean
6799;soybean
223;corn
1658;corn
32;rice
1630;corn
6087;corn
6729;corn
1078;winter_wheat
3284;cotton
4968;winter_wheat
2285;corn
253;soybean
4236;soybean
3125;cotton
1610;corn
5901;soybean
6150;corn
3987;soybean
584;winter_wheat
1407;winter_wheat
2014;corn
4471;corn
2519;corn
6364;soybean
4907;winter_wheat
6186;corn
2332;corn
2595;corn
6458;soybean
811;winter_wheat
5647;corn
4215;corn
6463;soybean
1874;corn
374;soybean
2612;soybean
6486;soybean
2501;soybean
5324;soybean
2433;corn
2611;soybean
1652;corn
2336;corn
4378;corn
733;winter_wheat
3579;rice
1954;corn
3158;cotton
5984;soybean
2833;soybean
2858;corn
4647;soybean
5351;winter_wheat
4642;soybean
3595;rice
4253;soybean
5713;corn
2583;soybean
3979;soybean
961;winter_wheat
6625;corn
4730;soybean
3347;cotton
5202;winter_wheat
5560;corn
3958;soybean
3942;soybean
5494;winter_wheat
2093;corn
988;soybean
5508;winter_wheat
2170;corn
1169;cotton
3224;cotton
3154;cotton
6632;corn
5366;winter_wheat
3374;cotton
3351;cotton
4015;soybean
3379;cotton
4658;soybean
6325;soybean
3386;cotton
6515;soybean
5760;corn
2783;soybean
6426;soybean
2039;corn
5875;soybean
1484;winter_wheat
2291;corn
1303;cotton
2479;corn
48;cotton
2722;soybean
2665;corn
3346;cotton
3548;rice
4084;corn
4732;soybean
6803;soybean
204;soybean
6442;soybean
2958;cotton
3768;corn
5236;winter_wheat
5966;soybean
5238;corn
3508;winter_wheat
4601;soybean
5421;winter_wheat
6809;soybean
5795;corn
3998;soybean
2098;soybean
4777;winter_wheat
3400;cotton
3576;rice
5879;soybean
4771;winter_wheat
4797;winter_wheat
5490;winter_wheat
2582;soybean
3729;corn
6964;soybean
4416;corn
3870;soybean
2047;corn
2794;soybean
3063;cotton
3429;cotton
4987;winter_wheat
4209;corn
6260;corn
663;winter_wheat
3028;corn
1832;corn
212;soybean
2410;corn
1074;winter_wheat
2855;corn
4532;corn
1197;winter_wheat
5074;winter_wheat
824;corn
202;soybean
705;winter_wheat
5888;soybean
758;winter_wheat
1615;corn
4825;winter_wheat
6032;soybean
624;winter_wheat
5010;winter_wheat
3260;cotton
406;soybean
1595;corn
6655;corn
6986;soybean
6713;corn
645;cotton
2597;corn
4773;winter_wheat
5965;soybean
3750;corn
6162;corn
2354;soybean
1660;corn
2151;soybean
3813;soybean
836;winter_wheat
2010;corn
3029;soybean
1963;corn
4158;corn
4728;soybean
1973;corn
1488;cotton
5;rice
6281;corn
4318;corn
5920;soybean
2355;corn
5333;winter_wheat
2962;cotton
626;winter_wheat
5059;winter_wheat
3607;rice
1522;winter_wheat
1365;winter_wheat
385;soybean
3436;cotton
1195;winter_wheat
5340;winter_wheat
3552;rice
1728;corn
5623;corn
5347;winter_wheat
3619;corn
3189;cotton
3757;corn
4474;corn
2960;cotton
5525;winter_wheat
5899;soybean
2898;corn
2528;soybean
2213;corn
5176;soybean
5947;soybean
5400;winter_wheat
5704;corn
6320;soybean
4820;winter_wheat
287;corn
1540;corn
503;winter_wheat
5979;soybean
3316;cotton
879;winter_wheat
6878;soybean
3600;rice
4103;corn
2474;corn
2878;soybean
4366;corn
322;corn
68;soybean
378;soybean
125;soybean
54;cotton
6583;corn
872;winter_wheat
5126;winter_wheat
2489;soybean
3731;corn
5005;winter_wheat
1219;cotton
2850;corn
5613;corn
6764;soybean
1632;corn
2780;soybean
2188;soybean
1571;corn
6357;soybean
6233;corn
3640;corn
1477;winter_wheat
3575;rice
4870;winter_wheat
2330;corn
3266;cotton
4089;corn
2254;corn
924;winter_wheat
6388;soybean
6432;soybean
3536;cotton
1903;corn
3837;soybean
4760;winter_wheat
795;soybean
5615;corn
2034;corn
4457;corn
851;corn
2172;corn
1726;corn
3994;corn
4803;winter_wheat
6701;corn
4704;soybean
5260;winter_wheat
2442;corn
955;winter_wheat
4544;corn
5705;corn
3567;rice
6175;corn
4124;soybean
362;corn
3265;cotton
6259;corn
2072;soybean
1120;winter_wheat
3932;soybean
6211;corn
5865;soybean
4300;soybean
6767;soybean
948;winter_wheat
2739;corn
1933;corn
6086;corn
3382;cotton
3905;soybean
1024;winter_wheat
60;corn
5684;corn
2070;soybean
4205;corn
3136;cotton
2843;corn
1118;winter_wheat
4752;winter_wheat
96;corn
3749;corn
6375;soybean
5365;soybean
1505;winter_wheat
4177;corn
5104;winter_wheat
631;winter_wheat
4241;corn
6756;corn
144;soybean
3397;cotton
2385;corn
2447;soybean
3682;corn
6181;corn
2585;soybean
1617;corn
3759;corn
6848;corn
4271;soybean
5650;corn
1304;cotton
799;soybean
5758;corn
5584;corn
3160;cotton
3229;cotton
4174;corn
4801;winter_wheat
664;winter_wheat
1101;cotton
922;winter_wheat
5777;corn
6194;corn
2904;soybean
3466;cotton
5857;soybean
2264;corn
2325;corn
6723;corn
4718;soybean
206;soybean
4055;corn
4380;corn
1374;winter_wheat
2716;soybean
3857;soybean
3993;corn
3456;cotton
4122;corn
514;winter_wheat
1683;corn
3516;cotton
2205;corn
4353;corn
5930;soybean
1521;winter_wheat
907;winter_wheat
193;corn
2180;soybean
401;soybean
3217;cotton
5714;corn
859;soybean
4960;winter_wheat
571;soybean
3624;corn
4586;soybean
439;winter_wheat
2568;soybean
5405;winter_wheat
540;winter_wheat
708;cotton
3996;soybean
6438;soybean
5084;winter_wheat
413;corn
1836;corn
3410;cotton
1090;cotton
1646;corn
6336;soybean
6586;corn
3491;cotton
5013;winter_wheat
6670;corn
5675;corn
3893;soybean
2748;soybean
4635;soybean
3361;winter_wheat
6958;soybean
5505;winter_wheat
5483;winter_wheat
5418;winter_wheat
225;corn
1563;corn
4559;cotton
6159;corn
5095;corn
3451;cotton
4314;corn
887;corn
5636;corn
4445;corn
51;cotton
42;cotton
3783;soybean
1837;corn
964;winter_wheat
1098;cotton
4157;corn
3100;cotton
1809;corn
5344;soybean
868;winter_wheat
6966;soybean
4359;corn
3951;soybean
5656;corn
1320;winter_wheat
4882;winter_wheat
2539;soybean
4307;corn
4328;corn
2045;corn
5673;corn
3274;cotton
1747;corn
3747;corn
4579;soybean
249;soybean
5156;soybean
1682;corn
3104;cotton
2177;soybean
4971;winter_wheat
425;winter_wheat
2561;corn
5486;winter_wheat
5504;winter_wheat
2799;soybean
2820;soybean
2048;corn
6499;soybean
343;soybean
4295;corn
1627;corn
348;soybean
3762;corn
1882;corn
2158;corn
2396;corn
5379;winter_wheat
1600;corn
1168;winter_wheat
6707;corn
5962;soybean
4919;winter_wheat
3290;cotton
1790;corn
7;rice
4873;winter_wheat
5807;soybean
1218;cotton
4845;winter_wheat
2838;soybean
2214;corn
35;rice
208;soybean
6106;corn
4433;corn
5172;soybean
2211;corn
747;soybean
6603;corn
6647;corn
4727;soybean
6206;corn
6277;corn
6474;soybean
498;winter_wheat
2895;corn
4648;soybean
3955;corn
3283;cotton
752;winter_wheat
4916;winter_wheat
2292;corn
6328;soybean
6891;soybean
1082;winter_wheat
5121;soybean
3487;winter_wheat
4901;winter_wheat
1756;corn
4463;corn
5586;corn
4273;corn
3120;cotton
1625;corn
5248;soybean
6706;corn
1825;corn
4326;corn
2028;corn
1853;corn
2852;corn
4952;winter_wheat
908;winter_wheat
6753;corn
5507;winter_wheat
2927;cotton
291;corn
1713;corn
3712;corn
1375;winter_wheat
5363;winter_wheat
5949;soybean
316;soybean
2265;corn
4607;soybean
1616;corn
1352;cotton
5496;winter_wheat
1214;winter_wheat
5998;soybean
5872;soybean
1842;corn
1768;corn
455;winter_wheat
4508;corn
2309;soybean
277;soybean
23;rice
886;corn
1989;corn
2823;soybean
1623;corn
3950;soybean
2747;soybean
6258;corn
3127;cotton
5985;soybean
4514;corn
3169;cotton
5002;winter_wheat
4808;winter_wheat
100;corn
4980;winter_wheat
1764;corn
4885;winter_wheat
4733;soybean
2335;corn
812;winter_wheat
1359;cotton
5820;soybean
6742;corn
5387;winter_wheat
5685;corn
1817;corn
1417;cotton
6024;soybean
5268;soybean
3383;cotton
5509;winter_wheat
6684;corn
1567;corn
1915;corn
857;soybean
107;soybean
1583;corn
6618;corn
2166;corn
609;soybean
3091;cotton
1354;cotton
1631;corn
3423;cotton
2867;soybean
2044;corn
4533;corn
1840;corn
977;corn
4956;winter_wheat
3626;corn
5659;corn
3963;soybean
718;winter_wheat
1685;corn
6798;soybean
5927;soybean
121;soybean
3201;cotton
6984;soybean
1751;corn
5898;soybean
6581;corn
6896;soybean
2458;soybean
2418;corn
3821;soybean
1212;winter_wheat
1609;corn
2674;soybean
5204;corn
6343;soybean
4240;soybean
2327;corn
3401;winter_wheat
5785;corn
696;winter_wheat
2290;corn
5422;winter_wheat
1329;winter_wheat
4506;corn
4962;winter_wheat
4293;soybean
2554;corn
236;soybean
6785;soybean
750;winter_wheat
180;soybean
6747;corn
2938;cotton
1376;winter_wheat
31;rice
226;corn
756;winter_wheat
1151;winter_wheat
3293;winter_wheat
4039;soybean
797;soybean
3694;corn
2461;soybean
2247;corn
487;soybean
3649;rice
3153;cotton
5999;soybean
2920;soybean
1833;corn
5382;winter_wheat
6937;soybean
436;winter_wheat
2227;soybean
1184;cotton
1602;corn
1347;cotton
3763;corn
233;soybean
2364;corn
2236;corn
434;winter_wheat
3771;corn
652;soybean
5957;soybean
3113;cotton
5910;soybean
4846;winter_wheat
4484;corn
6924;soybean
1887;corn
5119;winter_wheat
6843;soybean
802;winter_wheat
1321;winter_wheat
4812;winter_wheat
5520;winter_wheat
3529;winter_wheat
936;corn
2251;corn
183;soybean
5941;soybean
4492;corn
3538;cotton
3123;cotton
414;corn
6307;soybean
6182;corn
1104;cotton
1007;winter_wheat
5018;winter_wheat
1777;corn
520;corn
1421;cotton
543;winter_wheat
2328;corn
2108;soybean
69;soybean
5044;winter_wheat
1332;winter_wheat
478;corn
508;winter_wheat
6391;soybean
1406;winter_wheat
6405;soybean
5523;winter_wheat
4498;corn
6717;corn
5878;soybean
5022;winter_wheat
6481;soybean
3924;soybean
3287;cotton
3151;cotton
2634;soybean
196;corn
2112;soybean
4026;corn
5096;winter_wheat
338;soybean
6744;corn
3728;corn
1982;corn
2924;cotton
2589;soybean
5855;soybean
1127;winter_wheat
4621;soybean
1463;cotton
597;corn
881;winter_wheat
3574;rice
2949;cotton
456;winter_wheat
2436;corn
3526;cotton
2505;soybean
3656;rice
3793;soybean
1792;corn
5822;soybean
998;winter_wheat
4869;winter_wheat
4925;winter_wheat
1381;winter_wheat
1663;corn
1006;winter_wheat
2017;corn
6912;soybean
3978;soybean
1760;corn
6469;soybean
3831;soybean
4519;corn
4895;winter_wheat
3714;corn
6028;soybean
2399;corn
430;winter_wheat
2067;soybean
669;winter_wheat
184;soybean
6637;corn
4186;corn
4294;soybean
3925;soybean
2159;corn
3970;soybean
3662;corn
505;winter_wheat
4576;soybean
190;corn
801;winter_wheat
6078;corn
6913;soybean
1495;cotton
1339;cotton
5381;soybean
6100;corn
4214;soybean
779;winter_wheat
2918;soybean
2361;corn
66;soybean
5703;corn
2776;corn
4564;cotton
4415;corn
2559;corn
1446;winter_wheat
3164;cotton
2496;soybean
6374;soybean
5954;soybean
4675;soybean
3865;soybean
4568;soybean
1879;corn
4970;winter_wheat
5016;winter_wheat
376;soybean
1305;cotton
2411;corn
6439;soybean
1159;winter_wheat
6571;corn
5117;winter_wheat
798;soybean
4135;corn
5480;winter_wheat
6782;soybean
6922;soybean
41;cotton
1821;corn
3482;cotton
2030;corn
4276;soybean
6225;corn
3670;corn
6819;soybean
6580;corn
5008;winter_wheat
3077;cotton
2086;corn
4231;soybean
2006;corn
4367;corn
210;soybean
6495;soybean
3940;soybean
6351;soybean
6241;corn
5136;winter_wheat
2714;corn
1511;winter_wheat
6198;corn
1081;winter_wheat
5287;winter_wheat
5532;winter_wheat
4673;soybean
1326;winter_wheat
1170;cotton
2022;corn
3686;corn
4701;soybean
5210;soybean
3117;cotton
4736;winter_wheat
152;soybean
4274;corn
1498;cotton
4558;cotton
3550;rice
5213;winter_wheat
1820;corn
2270;soybean
3468;cotton
1868;corn
1470;winter_wheat
1680;corn
2708;corn
3150;cotton
1645;corn
3573;rice
873;winter_wheat
3086;cotton
2964;soybean
4100;corn
2455;soybean
2223;corn
1878;corn
2902;soybean
4489;corn
1533;corn
4837;winter_wheat
131;corn
2473;corn
972;winter_wheat
4939;winter_wheat
4073;corn
5444;winter_wheat
5552;winter_wheat
6873;soybean
3684;corn
6947;soybean
4238;soybean
3138;cotton
2760;corn
6296;corn
2351;soybean
1192;winter_wheat
6864;soybean
231;corn
410;corn
3597;rice
4280;soybean
4056;corn
3892;soybean
6067;corn
5938;soybean
5067;winter_wheat
1258;cotton
6008;soybean
6203;corn
1389;cotton
5577;corn
1912;corn
1605;corn
5585;corn
2710;corn
176;soybean
5339;winter_wheat
4785;winter_wheat
4781;winter_wheat
5503;winter_wheat
3639;corn
390;corn
5609;corn
4097;corn
313;soybean
4585;soybean
5099;winter_wheat
5408;winter_wheat
6091;corn
3992;soybean
2699;corn
214;soybean
2248;corn
5006;winter_wheat
6265;corn
1092;cotton
6332;soybean
2640;soybean
3772;corn
3709;corn
3366;cotton
4649;soybean
3269;cotton
6316;soybean
2377;corn
6418;soybean
2711;corn
5370;winter_wheat
5338;winter_wheat
6384;soybean
2467;corn
5030;winter_wheat
2427;corn
5154;corn
6491;soybean
1876;corn
856;corn
4782;winter_wheat
1131;cotton
4926;winter_wheat
6116;corn
6163;corn
6318;soybean
6688;corn
6511;soybean
4482;corn
3205;cotton
4188;corn
5445;winter_wheat
3549;rice
5484;winter_wheat
2724;soybean
1501;cotton
5522;winter_wheat
3038;soybean
1173;cotton
2777;soybean
2414;corn
6110;corn
324;corn
6020;soybean
4884;winter_wheat
606;soybean
3116;cotton
4776;winter_wheat
3053;cotton
4504;corn
6627;corn
714;soybean
687;soybean
1072;winter_wheat
1239;winter_wheat
1852;corn
1310;cotton
2705;corn
1338;cotton
5862;soybean
724;winter_wheat
2786;soybean
2935;cotton
4200;corn
3678;corn
2477;corn
4927;winter_wheat
6804;soybean
1198;winter_wheat
991;soybean
4828;winter_wheat
5062;winter_wheat
3301;cotton
2990;cotton
6893;soybean
2031;corn
3522;cotton
3885;soybean
3105;cotton
6113;corn
3881;soybean
6293;corn
4912;winter_wheat
2644;corn
188;soybean
6232;corn
1722;corn
4472;corn
2509;corn
1542;corn
6088;corn
321;corn
6897;soybean
189;soybean
1629;corn
5327;winter_wheat
1783;corn
729;winter_wheat
266;corn
1489;cotton
4037;corn
4929;winter_wheat
962;winter_wheat
4744;winter_wheat
124;soybean
5881;soybean
5352;winter_wheat
984;soybean
3592;rice
4717;soybean
5676;corn
92;soybean
1811;corn
6274;corn
2040;corn
4357;corn
5863;soybean
4525;corn
2546;soybean
1460;cotton
6359;soybean
1517;winter_wheat
451;soybean
262;corn
2925;cotton
216;soybean
4928;winter_wheat
5826;soybean
1331;winter_wheat
3008;cotton
2737;corn
6871;corn
2148;soybean
4344;corn
1316;cotton
4769;winter_wheat
40;cotton
5781;corn
149;soybean
29;rice
4792;winter_wheat
4319;corn
1967;corn
146;soybean
5315;winter_wheat
4631;soybean
230;corn
1271;cotton
780;winter_wheat
6733;corn
5594;corn
5637;corn
2099;soybean
4681;soybean
6585;corn
3797;soybean
4638;soybean
4650;soybean
3523;cotton
3406;winter_wheat
6210;corn
5093;corn
6884;corn
5559;corn
4143;corn
2037;corn
6822;soybean
6436;soybean
2135;corn
4637;soybean
956;winter_wheat
3352;cotton
2839;soybean
3858;soybean
1280;winter_wheat
4384;corn
234;soybean
1183;cotton
1216;cotton
133;corn
3375;cotton
3422;cotton
3147;cotton
5803;corn
1934;corn
388;corn
1753;corn
5671;corn
6939;soybean
6390;soybean
1379;winter_wheat
655;soybean
1866;corn
6466;soybean
5897;soybean
1231;cotton
6009;soybean
1181;cotton
1249;winter_wheat
3121;cotton
3889;soybean
965;winter_wheat
5012;winter_wheat
2008;corn
5912;soybean
6771;soybean
2573;soybean
5187;corn
5583;corn
1795;corn
3806;soybean
4121;corn
2373;corn
1992;corn
4883;winter_wheat
6470;soybean
1129;winter_wheat
3543;rice
5306;winter_wheat
4138;corn
4918;winter_wheat
5401;winter_wheat
61;corn
1697;corn
5459;winter_wheat
2510;corn
1028;winter_wheat
1538;corn
534;soybean
1002;winter_wheat
6303;soybean
6415;soybean
5485;winter_wheat
3751;corn
5558;corn
3479;cotton
6951;soybean
2378;corn
2089;corn
37;cotton
6286;corn
5371;soybean
1826;corn
6450;soybean
4172;corn
2733;corn
1715;corn
1307;cotton
5184;winter_wheat
6664;corn
1440;winter_wheat
4270;corn
933;winter_wheat
2189;soybean
6490;soybean
554;winter_wheat
1642;corn
3430;cotton
3660;corn
2541;soybean
920;winter_wheat
325;corn
1672;corn
2127;corn
2344;corn
2096;soybean
558;corn
2147;soybean
6567;corn
337;soybean
672;winter_wheat
2391;soybean
2001;corn
5934;soybean
6048;soybean
3547;rice
4790;winter_wheat
2890;corn
4753;winter_wheat
1095;cotton
1008;winter_wheat
4897;winter_wheat
6565;corn
1857;corn
1422;cotton
4695;soybean
6193;corn
4986;winter_wheat
862;winter_wheat
1004;winter_wheat
683;cotton
3035;cotton
983;soybean
5413;winter_wheat
5303;winter_wheat
4462;corn
2198;corn
3390;cotton
2586;soybean
2872;soybean
1746;corn
2349;soybean
427;winter_wheat
6512;soybean
6691;corn
6839;soybean
6165;corn
566;soybean
5470;winter_wheat
1738;corn
1535;corn
2680;corn
