id;Crop
5274;winter_wheat
4416;corn
2328;corn
2230;soybean
3448;cotton
5095;corn
3590;rice
4250;corn
6767;soybean
4811;winter_wheat
1376;winter_wheat
2084;corn
5422;winter_wheat
5107;winter_wheat
636;corn
3536;cotton
5811;soybean
2189;soybean
5318;winter_wheat
157;corn
61;corn
5013;winter_wheat
5445;winter_wheat
2711;corn
1707;corn
5564;corn
1040;winter_wheat
223;corn
6120;corn
3114;cotton
277;soybean
6341;soybean
2489;soybean
5819;soybean
6843;soybean
2312;soybean
6186;corn
3636;corn
791;corn
3464;cotton
6313;soybean
4827;winter_wheat
5677;corn
2177;soybean
5485;winter_wheat
1144;cotton
4432;corn
2576;soybean
915;winter_wheat
1667;corn
2894;corn
1473;winter_wheat
2692;corn
3418;cotton
2471;corn
1955;corn
3505;cotton
2926;cotton
53;cotton
4043;corn
6218;corn
575;soybean
4362;corn
3973;soybean
2805;corn
6616;corn
6684;corn
3678;corn
4831;winter_wheat
6416;soybean
5073;winter_wheat
3568;rice
1222;cotton
2335;corn
2948;cotton
6569;corn
404;soybean
1918;corn
5250;winter_wheat
2445;soybean
6639;corn
1902;corn
6134;corn
5307;corn
5238;corn
6787;soybean
6191;corn
771;winter_wheat
4343;soybean
1284;winter_wheat
2317;corn
6598;corn
6254;corn
5758;corn
5314;corn
69;soybean
79;corn
4598;soybean
727;winter_wheat
6280;corn
4688;soybean
3149;cotton
5184;winter_wheat
253;soybean
6721;corn
4800;winter_wheat
72;corn
2553;corn
4440;corn
2090;corn
6733;corn
1890;corn
2083;corn
1655;corn
2941;cotton
2543;soybean
4907;winter_wheat
4498;corn
4719;soybean
5529;winter_wheat
923;winter_wheat
1604;corn
1072;winter_wheat
1126;winter_wheat
4445;corn
1654;corn
4259;soybean
1433;winter_wheat
6883;soybean
1134;cotton
5094;corn
2567;soybean
1937;corn
4926;winter_wheat
3029;soybean
2401;corn
5410;soybean
5555;corn
6233;corn
3663;corn
6390;soybean
6190;corn
4829;winter_wheat
4132;corn
1637;corn
6912;soybean
4554;cotton
1636;corn
5830;soybean
3053;cotton
3683;corn
2070;soybean
789;corn
1807;corn
4195;corn
4911;winter_wheat
4618;soybean
5191;corn
1416;cotton
1605;corn
5754;corn
505;winter_wheat
4020;corn
256;corn
63;corn
5134;winter_wheat
314;soybean
2340;corn
3963;soybean
298;soybean
5036;winter_wheat
6965;soybean
1736;corn
5057;winter_wheat
5562;corn
3349;cotton
6668;corn
982;corn
3040;cotton
3111;cotton
2761;corn
2998;soybean
40;cotton
601;corn
672;winter_wheat
3975;soybean
5606;corn
4841;winter_wheat
5418;winter_wheat
1927;corn
3974;corn
1336;winter_wheat
5321;winter_wheat
566;soybean
6831;soybean
3688;corn
5691;corn
6718;corn
2722;soybean
2144;soybean
6355;soybean
5994;soybean
3621;corn
2678;soybean
234;soybean
2373;corn
378;soybean
1498;cotton
3813;soybean
2461;soybean
5106;corn
1357;cotton
4079;corn
131;corn
6610;corn
2911;soybean
2748;soybean
1547;corn
4076;corn
2535;soybean
5278;winter_wheat
468;winter_wheat
3491;cotton
2626;soybean
4617;soybean
3101;cotton
3831;soybean
1210;winter_wheat
1978;corn
2522;corn
5043;winter_wheat
3207;cotton
922;winter_wheat
6455;soybean
4891;winter_wheat
3038;soybean
1822;corn
6888;soybean
711;soybean
243;soybean
1993;corn
397;soybean
6256;corn
2530;soybean
586;winter_wheat
974;winter_wheat
6830;soybean
5332;winter_wheat
3452;winter_wheat
3945;soybean
6512;soybean
3204;winter_wheat
1460;cotton
4429;corn
3734;corn
213;soybean
3535;cotton
3914;soybean
968;winter_wheat
4592;soybean
6608;corn
5817;soybean
2539;soybean
2508;corn
3598;rice
4205;corn
6297;corn
1910;corn
6247;corn
437;winter_wheat
1248;winter_wheat
4341;corn
1944;corn
6101;corn
4862;winter_wheat
1472;winter_wheat
2156;soybean
707;cotton
1544;corn
4403;corn
2978;soybean
5502;winter_wheat
4523;corn
2379;corn
1603;corn
782;winter_wheat
21;corn
4401;corn
5618;corn
5971;soybean
2294;corn
1063;cotton
6460;soybean
2950;cotton
4519;corn
5728;corn
6286;corn
340;soybean
2463;soybean
5913;soybean
4408;corn
3424;winter_wheat
675;corn
866;winter_wheat
5348;soybean
597;corn
4457;corn
6973;soybean
449;soybean
4359;corn
4010;soybean
1282;winter_wheat
1309;cotton
4081;corn
160;corn
3276;cotton
1185;cotton
2635;soybean
380;soybean
527;soybean
6618;corn
2011;corn
1587;corn
574;soybean
825;corn
929;winter_wheat
1201;winter_wheat
3275;cotton
3992;soybean
5685;corn
4487;corn
5543;winter_wheat
933;winter_wheat
4653;soybean
282;soybean
3450;cotton
3775;corn
5385;winter_wheat
4374;corn
3335;winter_wheat
6184;corn
5731;corn
2661;corn
6287;corn
6331;soybean
359;corn
2862;soybean
6762;soybean
1679;corn
251;soybean
5326;winter_wheat
1681;corn
2032;corn
6958;soybean
5234;winter_wheat
5888;soybean
3014;cotton
6152;corn
4969;winter_wheat
164;corn
1922;corn
2334;corn
1012;winter_wheat
2454;soybean
153;soybean
5372;corn
3160;cotton
6222;corn
2821;soybean
5639;corn
2088;corn
4638;soybean
6915;soybean
1154;winter_wheat
6709;corn
4142;corn
1883;corn
2931;cotton
2898;corn
3736;corn
3154;cotton
6588;corn
1753;corn
3987;soybean
1256;winter_wheat
2578;soybean
2005;corn
5444;winter_wheat
2038;corn
1025;winter_wheat
6405;soybean
6626;corn
4018;corn
6138;corn
1881;corn
4151;corn
6281;corn
4769;winter_wheat
1150;winter_wheat
1429;cotton
5075;winter_wheat
1782;corn
6137;corn
3641;corn
6954;soybean
5842;soybean
3929;soybean
215;soybean
4682;soybean
5927;soybean
3363;cotton
5027;winter_wheat
6258;corn
3553;rice
2054;soybean
3518;cotton
5507;winter_wheat
2029;corn
1844;corn
718;winter_wheat
3759;corn
2768;corn
3435;winter_wheat
4368;corn
3877;soybean
5643;corn
1715;corn
2997;cotton
6482;soybean
975;corn
4275;corn
2932;cotton
1401;winter_wheat
418;soybean
143;soybean
199;corn
2972;soybean
1043;winter_wheat
339;soybean
2520;corn
5263;winter_wheat
6607;corn
6984;soybean
5742;corn
6927;soybean
5925;soybean
935;corn
4397;corn
4824;winter_wheat
721;winter_wheat
6921;soybean
4398;corn
3229;cotton
2562;corn
1866;corn
5104;winter_wheat
482;cotton
1803;corn
217;soybean
6846;soybean
6370;soybean
5245;corn
5769;corn
379;soybean
1788;corn
6371;soybean
4439;corn
6239;corn
3433;cotton
5696;corn
4419;corn
3145;cotton
1884;corn
2560;corn
3456;cotton
3268;cotton
5111;soybean
2851;corn
2241;corn
2763;corn
4005;soybean
2712;corn
5746;corn
5160;winter_wheat
5066;winter_wheat
3143;cotton
3360;cotton
4572;soybean
925;winter_wheat
134;corn
5471;winter_wheat
3071;cotton
5425;winter_wheat
5472;winter_wheat
1117;winter_wheat
6536;soybean
1331;winter_wheat
3828;soybean
879;winter_wheat
5786;corn
2714;corn
5067;winter_wheat
555;winter_wheat
1641;corn
2204;corn
5019;winter_wheat
1621;corn
3028;corn
5578;corn
2652;corn
3795;soybean
983;soybean
3955;corn
1726;corn
423;soybean
6723;corn
4167;corn
2014;corn
3467;cotton
6573;corn
56;corn
2990;cotton
1896;corn
504;winter_wheat
2499;soybean
5240;soybean
6396;soybean
694;winter_wheat
1044;cotton
3867;soybean
6746;corn
5670;corn
3503;cotton
1924;corn
5693;corn
6955;corn
4975;winter_wheat
4577;soybean
498;winter_wheat
6261;corn
1366;winter_wheat
5368;winter_wheat
1120;winter_wheat
3217;cotton
451;soybean
1987;corn
5329;soybean
4246;soybean
2577;soybean
1317;cotton
2301;corn
5005;winter_wheat
6799;soybean
2561;corn
6230;corn
5877;soybean
1227;cotton
2864;soybean
5419;winter_wheat
6640;corn
1155;winter_wheat
2982;cotton
3865;soybean
3891;soybean
1678;corn
3191;cotton
2027;corn
233;soybean
2479;corn
467;winter_wheat
3939;soybean
4900;winter_wheat
3564;rice
828;soybean
6473;soybean
6213;corn
882;corn
1229;cotton
2216;corn
4508;corn
6128;corn
3255;cotton
6870;soybean
2249;corn
1453;winter_wheat
4178;corn
6244;corn
6534;soybean
1399;winter_wheat
852;corn
204;soybean
1734;corn
5530;winter_wheat
3774;corn
4979;winter_wheat
1720;corn
2067;soybean
780;winter_wheat
6377;soybean
2059;soybean
6693;corn
1723;corn
6255;corn
1434;winter_wheat
4826;winter_wheat
714;soybean
4977;winter_wheat
2573;soybean
2498;soybean
6464;soybean
431;winter_wheat
3924;soybean
1700;corn
6755;corn
3413;cotton
1891;corn
6794;soybean
2827;soybean
5826;soybean
4885;winter_wheat
5946;soybean
1237;winter_wheat
5495;winter_wheat
5802;corn
5009;winter_wheat
6450;soybean
2945;cotton
5931;soybean
351;soybean
1793;corn
4206;corn
5526;winter_wheat
1860;corn
2058;soybean
3035;cotton
19;corn
4162;corn
821;corn
1645;corn
2513;corn
3728;corn
2824;soybean
5208;winter_wheat
956;winter_wheat
4956;winter_wheat
6214;corn
2464;soybean
1951;corn
4377;corn
5331;winter_wheat
4916;winter_wheat
5384;winter_wheat
4241;corn
4579;soybean
1559;corn
6886;soybean
3522;cotton
5176;soybean
6030;soybean
12;rice
941;soybean
4652;soybean
2953;cotton
1811;corn
1031;winter_wheat
2377;corn
5089;corn
3538;cotton
3698;corn
95;corn
4730;soybean
1834;corn
6868;soybean
6929;soybean
2854;corn
1058;cotton
4219;soybean
3298;cotton
781;winter_wheat
3346;cotton
3697;corn
2410;corn
3517;cotton
2150;soybean
3238;cotton
3179;cotton
2899;corn
924;winter_wheat
4947;winter_wheat
5942;soybean
1494;cotton
4970;winter_wheat
6646;corn
3898;soybean
1646;corn
6789;soybean
2210;corn
4544;corn
2649;corn
238;soybean
550;winter_wheat
2279;corn
6667;corn
1597;corn
2925;cotton
3437;cotton
6744;corn
1342;cotton
5981;soybean
2297;corn
810;winter_wheat
4068;corn
3693;corn
6945;soybean
3020;cotton
6523;soybean
6633;corn
4317;corn
2912;soybean
3577;rice
6501;soybean
3376;cotton
3614;rice
4203;corn
3866;soybean
4434;corn
6860;soybean
1629;corn
1389;cotton
6816;soybean
2201;corn
47;cotton
147;soybean
3701;corn
2592;corn
5490;winter_wheat
4741;winter_wheat
6369;soybean
1064;cotton
272;soybean
4400;corn
765;winter_wheat
2587;soybean
6825;soybean
3117;cotton
660;winter_wheat
6672;corn
5646;corn
83;soybean
3366;cotton
3055;cotton
433;winter_wheat
6309;soybean
3952;soybean
4322;corn
3548;rice
898;winter_wheat
5558;corn
3246;cotton
6785;soybean
6705;corn
1719;corn
6048;soybean
778;winter_wheat
6680;corn
5395;winter_wheat
608;soybean
6554;corn
6072;corn
1651;corn
4021;corn
972;winter_wheat
5228;soybean
3619;corn
2736;corn
4410;corn
4725;soybean
611;soybean
1954;corn
4324;corn
6035;soybean
1728;corn
4499;corn
3906;soybean
3888;soybean
1022;soybean
4494;corn
178;soybean
4309;corn
2482;corn
1166;winter_wheat
6057;soybean
6326;soybean
1143;cotton
3508;winter_wheat
1423;cotton
2100;soybean
6047;soybean
2984;cotton
6585;corn
2928;cotton
745;soybean
3675;corn
831;winter_wheat
338;soybean
2327;corn
702;winter_wheat
385;soybean
30;rice
759;winter_wheat
4218;corn
4329;corn
2713;corn
4589;soybean
4993;winter_wheat
5831;soybean
4123;corn
6504;soybean
1947;corn
854;corn
5772;corn
3073;cotton
2006;corn
6513;soybean
953;winter_wheat
1845;corn
3844;soybean
3290;cotton
4791;winter_wheat
3576;rice
3203;cotton
227;corn
3222;cotton
906;winter_wheat
1304;cotton
3971;soybean
6483;soybean
4673;soybean
2071;soybean
2598;corn
141;soybean
242;soybean
5663;corn
6024;soybean
4792;winter_wheat
976;corn
6780;soybean
2179;soybean
3380;cotton
2391;soybean
1231;cotton
2229;soybean
3824;soybean
6022;soybean
2298;corn
5900;soybean
1634;corn
5939;soybean
3352;cotton
4601;soybean
2109;soybean
4949;winter_wheat
562;cotton
344;soybean
5077;corn
3558;rice
3980;soybean
3161;winter_wheat
1127;winter_wheat
6312;soybean
1381;winter_wheat
4944;winter_wheat
3033;soybean
2001;corn
1525;corn
73;corn
6132;corn
5893;soybean
1258;cotton
2855;corn
4271;soybean
6772;soybean
1563;corn
2835;soybean
5642;corn
4541;corn
5287;winter_wheat
3057;cotton
5647;corn
3572;rice
3287;cotton
68;soybean
1800;corn
4840;winter_wheat
4711;soybean
3479;cotton
2408;corn
4423;corn
4938;winter_wheat
4427;corn
1930;corn
2954;cotton
3582;rice
4702;soybean
5853;soybean
6257;corn
2406;corn
3628;corn
3190;cotton
2749;soybean
4461;corn
3148;cotton
5142;soybean
4863;winter_wheat
1364;winter_wheat
1485;cotton
2970;cotton
2237;corn
969;winter_wheat
259;corn
4452;corn
4623;soybean
6117;corn
1810;corn
1839;corn
2145;soybean
3084;cotton
2705;corn
3016;cotton
3412;cotton
4150;corn
4787;winter_wheat
4174;corn
1600;corn
1280;winter_wheat
6033;soybean
4604;soybean
2282;corn
6917;soybean
4340;corn
6863;corn
4294;soybean
1971;corn
5427;winter_wheat
6524;soybean
5560;corn
827;soybean
3892;soybean
6316;soybean
6557;corn
2321;corn
6157;corn
3142;cotton
3729;corn
2865;soybean
1996;corn
2861;soybean
6683;corn
5484;winter_wheat
3787;soybean
1812;corn
6645;corn
1814;corn
1851;corn
6249;corn
1437;winter_wheat
2099;soybean
1903;corn
169;soybean
638;corn
2350;soybean
3848;soybean
3953;soybean
1526;corn
1406;winter_wheat
6263;corn
389;corn
4212;soybean
492;soybean
4842;winter_wheat
1742;corn
1216;cotton
6223;corn
1740;corn
5198;winter_wheat
500;winter_wheat
3260;cotton
620;winter_wheat
2050;corn
2841;corn
3439;cotton
1950;corn
2253;corn
1568;corn
5620;corn
5133;corn
1477;winter_wheat
5525;winter_wheat
4966;winter_wheat
4902;winter_wheat
5755;corn
5433;winter_wheat
603;cotton
6714;corn
4260;corn
2290;corn
4882;winter_wheat
6087;corn
989;soybean
1028;winter_wheat
3588;rice
3120;cotton
3670;corn
6809;soybean
4669;soybean
6017;soybean
4207;corn
6742;corn
3544;rice
2122;corn
207;soybean
2698;corn
811;winter_wheat
850;winter_wheat
1714;corn
4817;winter_wheat
3043;cotton
6887;corn
247;soybean
1504;winter_wheat
11;rice
6089;corn
5381;soybean
5784;corn
6747;corn
891;soybean
4783;winter_wheat
3461;winter_wheat
2798;soybean
3470;cotton
938;corn
5722;corn
2164;corn
1589;corn
6267;corn
3999;soybean
6647;corn
746;soybean
2867;soybean
4512;corn
212;soybean
1995;corn
990;soybean
3086;cotton
6479;soybean
4551;cotton
6041;soybean
613;soybean
1055;cotton
343;soybean
3331;cotton
5340;winter_wheat
4733;soybean
15;rice
1701;corn
4296;corn
4049;corn
218;soybean
318;soybean
67;soybean
3596;rice
1481;winter_wheat
4415;corn
5271;winter_wheat
4712;soybean
2267;soybean
689;soybean
444;winter_wheat
4879;winter_wheat
5587;corn
3155;cotton
5940;soybean
6011;soybean
3946;soybean
910;winter_wheat
2107;soybean
600;corn
1539;corn
861;soybean
1886;corn
6651;corn
1499;cotton
5020;winter_wheat
3482;cotton
2887;corn
6088;corn
265;corn
5678;corn
4595;soybean
3054;cotton
184;soybean
6918;soybean
878;winter_wheat
3068;cotton
1713;corn
2381;corn
5504;winter_wheat
6853;soybean
3589;rice
6627;corn
1861;corn
2781;soybean
2039;corn
6943;soybean
1121;winter_wheat
4472;corn
5227;corn
4559;cotton
3631;corn
6908;soybean
1075;winter_wheat
4957;winter_wheat
6775;soybean
5662;corn
4886;winter_wheat
4323;corn
6753;corn
6116;corn
4016;corn
886;corn
2240;corn
961;winter_wheat
2571;soybean
4724;soybean
2630;soybean
4351;corn
2642;corn
193;corn
3099;cotton
5671;corn
4536;corn
1985;corn
1054;cotton
2949;cotton
1471;winter_wheat
3240;cotton
6372;soybean
3994;corn
1716;corn
4101;corn
6897;soybean
5337;winter_wheat
865;winter_wheat
3712;corn
457;winter_wheat
1832;corn
2756;soybean
2462;soybean
3623;corn
1722;corn
3012;winter_wheat
1998;corn
6500;soybean
2930;cotton
319;soybean
158;corn
5243;soybean
3751;corn
2420;corn
2703;corn
1235;cotton
4281;soybean
1113;winter_wheat
5074;winter_wheat
872;winter_wheat
6160;corn
3789;soybean
4958;winter_wheat
3968;soybean
5494;winter_wheat
3297;cotton
1268;cotton
5320;winter_wheat
1388;cotton
306;soybean
201;corn
3961;soybean
4706;soybean
3277;winter_wheat
2655;corn
3575;rice
1718;corn
3132;cotton
1755;corn
2921;soybean
1141;cotton
196;corn
3421;winter_wheat
3661;corn
1710;corn
3159;cotton
4236;soybean
3223;winter_wheat
6630;corn
6850;soybean
885;corn
812;winter_wheat
3637;corn
5862;soybean
1332;winter_wheat
6;rice
6622;corn
2916;soybean
4431;corn
5850;soybean
1421;cotton
2910;soybean
5607;corn
2392;soybean
1136;cotton
2332;corn
779;winter_wheat
4183;soybean
4265;soybean
76;corn
4007;soybean
1591;corn
6354;soybean
2509;corn
6321;soybean
2877;soybean
4165;corn
3674;corn
3077;cotton
2534;soybean
6833;soybean
4795;winter_wheat
3289;cotton
1386;cotton
3882;soybean
6083;corn
2288;corn
6314;soybean
1969;corn
1746;corn
2081;corn
4603;soybean
4425;corn
1796;corn
3050;cotton
2034;corn
3034;cotton
4526;corn
2199;corn
4930;winter_wheat
713;soybean
4224;soybean
2030;corn
3449;cotton
5000;winter_wheat
5257;corn
6491;soybean
6642;corn
5097;winter_wheat
1592;corn
997;winter_wheat
2852;corn
2860;corn
5482;winter_wheat
4830;winter_wheat
3823;soybean
4549;cotton
3267;cotton
464;winter_wheat
5333;winter_wheat
2979;soybean
5957;soybean
1990;corn
6376;soybean
5914;soybean
670;winter_wheat
1106;cotton
2441;corn
6029;soybean
5007;winter_wheat
2839;soybean
117;soybean
5654;corn
4918;winter_wheat
5777;corn
510;winter_wheat
1398;winter_wheat
3610;rice
6838;soybean
2565;corn
4433;corn
952;winter_wheat
120;soybean
3874;soybean
7;rice
1873;corn
2424;corn
4722;soybean
5556;corn
2753;soybean
2497;soybean
2153;soybean
2277;corn
1619;corn
3627;corn
4065;corn
2657;corn
283;soybean
5489;winter_wheat
2975;soybean
6403;soybean
14;rice
5974;soybean
2388;corn
3836;soybean
5812;soybean
260;corn
572;soybean
4345;corn
6724;corn
5583;corn
2336;corn
3821;soybean
4558;cotton
1328;winter_wheat
1412;cotton
2882;soybean
1584;corn
2674;soybean
300;soybean
5988;soybean
3446;cotton
6599;corn
3609;rice
5260;winter_wheat
3526;cotton
4534;corn
6429;soybean
4152;corn
6914;soybean
4220;soybean
5533;winter_wheat
2126;corn
3918;soybean
5338;winter_wheat
183;soybean
3965;soybean
517;corn
6931;soybean
3566;rice
5132;corn
1613;corn
4637;soybean
150;soybean
2612;soybean
4316;corn
624;winter_wheat
6318;soybean
4070;corn
6567;corn
4959;winter_wheat
3826;soybean
5414;winter_wheat
3811;soybean
568;soybean
39;cotton
3348;cotton
5264;winter_wheat
57;corn
873;winter_wheat
1149;winter_wheat
5387;winter_wheat
6264;corn
6796;soybean
5014;winter_wheat
1565;corn
768;cotton
6353;soybean
5582;corn
3362;cotton
4407;corn
3410;cotton
5598;corn
489;soybean
2988;cotton
655;soybean
4662;soybean
5064;winter_wheat
1515;winter_wheat
3185;cotton
5901;soybean
6361;soybean
6392;soybean
6442;soybean
2913;soybean
2940;cotton
6835;soybean
3299;cotton
6438;soybean
884;corn
5183;soybean
2923;cotton
2819;corn
5600;corn
4196;corn
4597;soybean
5510;winter_wheat
1032;winter_wheat
4169;corn
2739;corn
4102;corn
3881;soybean
4690;soybean
396;soybean
2121;corn
4154;corn
2939;cotton
2065;soybean
4085;corn
3737;corn
2055;soybean
4312;corn
3651;rice
84;soybean
6194;corn
5829;soybean
4435;corn
3616;rice
456;winter_wheat
2633;soybean
926;winter_wheat
1402;winter_wheat
5281;winter_wheat
1192;winter_wheat
3539;cotton
5270;corn
1301;cotton
5447;winter_wheat
4872;winter_wheat
5280;winter_wheat
3382;cotton
1377;winter_wheat
6113;corn
5660;corn
570;soybean
6311;soybean
2146;soybean
5311;winter_wheat
2808;corn
3430;cotton
3321;cotton
734;winter_wheat
1033;winter_wheat
934;winter_wheat
4467;corn
1318;cotton
1467;winter_wheat
5833;soybean
2235;corn
1030;winter_wheat
2019;corn
1393;cotton
32;rice
4446;corn
6310;soybean
783;winter_wheat
1257;cotton
5622;corn
1691;corn
766;cotton
2826;soybean
16;rice
1784;corn
4608;soybean
2262;corn
3694;corn
346;soybean
3474;winter_wheat
2009;corn
3716;corn
371;soybean
5466;soybean
1579;corn
720;winter_wheat
2072;soybean
6133;corn
1188;cotton
5700;corn
4939;winter_wheat
172;soybean
381;soybean
6282;corn
2427;corn
2160;corn
5291;winter_wheat
1217;cotton
1585;corn
888;soybean
774;winter_wheat
2879;soybean
374;soybean
6707;corn
1835;corn
6933;soybean
830;soybean
853;corn
6474;soybean
2104;soybean
1662;corn
3187;cotton
276;soybean
963;winter_wheat
5497;winter_wheat
6655;corn
3493;cotton
6285;corn
1615;corn
531;soybean
3640;corn
2825;soybean
1004;winter_wheat
6720;corn
1867;corn
4615;soybean
230;corn
2407;corn
2731;corn
5743;corn
6719;corn
6884;corn
6336;soybean
602;cotton
5465;winter_wheat
1763;corn
5022;winter_wheat
2221;corn
6251;corn
5730;corn
142;soybean
4328;corn
6939;soybean
1105;cotton
4511;corn
1417;cotton
292;corn
1738;corn
1435;winter_wheat
225;corn
1;corn
862;winter_wheat
1094;cotton
3356;cotton
332;soybean
1259;cotton
1372;winter_wheat
3098;cotton
2286;corn
2372;corn
2816;corn
3928;soybean
3625;corn
887;corn
2903;soybean
4822;winter_wheat
2057;soybean
4069;soybean
4056;corn
1625;corn
1209;winter_wheat
4095;corn
6875;soybean
6007;soybean
1871;corn
352;soybean
5390;corn
2257;corn
5779;corn
2285;corn
2537;soybean
3703;corn
3870;soybean
1071;winter_wheat
3119;cotton
5118;soybean
5623;corn
6086;corn
1218;cotton
3995;soybean
6050;soybean
4634;soybean
455;winter_wheat
6695;soybean
692;winter_wheat
1046;cotton
1352;cotton
5906;soybean
3516;cotton
4235;soybean
1384;winter_wheat
2194;soybean
6454;soybean
149;soybean
3938;soybean
3705;corn
3007;cotton
3403;cotton
6401;soybean
1781;corn
4968;winter_wheat
5345;winter_wheat
4621;soybean
403;soybean
4639;soybean
5016;winter_wheat
4030;soybean
2212;corn
4892;winter_wheat
6950;soybean
1747;corn
2143;soybean
2329;corn
1292;winter_wheat
1176;cotton
98;corn
4190;corn
6385;soybean
5952;soybean
4573;soybean
599;corn
3239;cotton
6706;corn
5127;corn
2800;corn
3555;rice
1228;cotton
4204;corn
834;winter_wheat
5420;winter_wheat
3096;cotton
3656;rice
1172;cotton
3869;soybean
2556;corn
4707;soybean
1630;corn
5774;corn
5377;soybean
5561;corn
4803;winter_wheat
3365;cotton
4856;winter_wheat
5793;corn
3353;cotton
1557;corn
5715;corn
5905;soybean
1449;winter_wheat
3856;soybean
5169;winter_wheat
5739;corn
4327;corn
1001;winter_wheat
3690;corn
1611;corn
3127;cotton
6078;corn
4346;corn
1206;winter_wheat
2794;soybean
5689;corn
3700;corn
5699;corn
5573;corn
1469;winter_wheat
3480;cotton
2264;corn
4280;soybean
6019;soybean
4011;corn
1777;corn
3241;cotton
2521;corn
939;corn
615;soybean
851;corn
6614;corn
1970;corn
6959;soybean
4318;corn
2737;corn
269;soybean
2284;corn
944;soybean
1424;cotton
3972;soybean
2450;soybean
2729;corn
2935;cotton
494;soybean
4233;soybean
337;soybean
5002;winter_wheat
2828;soybean
3173;winter_wheat
5379;winter_wheat
4657;soybean
2600;corn
2047;corn
5442;corn
1394;cotton
6465;soybean
2339;corn
1773;corn
1408;winter_wheat
4537;corn
3780;soybean
3949;soybean
4790;winter_wheat
3;corn
6423;soybean
5204;corn
2665;corn
5031;winter_wheat
5874;soybean
188;soybean
6394;soybean
5029;winter_wheat
973;winter_wheat
5353;corn
5452;winter_wheat
4107;corn
2529;soybean
2491;soybean
5875;soybean
5354;soybean
5601;corn
3415;cotton
6073;corn
777;winter_wheat
5798;corn
4613;soybean
6697;soybean
6182;corn
4553;cotton
5930;soybean
3404;winter_wheat
5935;soybean
5179;soybean
6333;soybean
4180;corn
4901;winter_wheat
6621;corn
5174;soybean
3896;soybean
3940;soybean
2492;soybean
121;soybean
